layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.3636293877e-05,1.1988156456e+01,3.5037097384e+08,6.8742785068e-01
1,2,"Layer 2",6.00000000,1.5428678529e-04,4.1616649217e+01,3.2783426088e+08,6.4321081985e-01
2,3,"Layer 3",10.00000000,2.5129048986e-04,6.0136658568e+01,2.7439032773e+08,5.3835382300e-01
3,4,"Layer 4",14.00000000,3.2347770652e-04,7.7199572625e+01,2.5532727436e+08,5.0095211230e-01
4,5,"Layer 5",18.00000000,3.4495497237e-04,8.7334673412e+01,2.5812687996e+08,5.0644493848e-01
