layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.8572832863e-05,1.2772005013e+01,3.4391647223e+08,6.7476411851e-01
1,2,"Layer 2",6.00000000,1.6234625873e-04,3.4072953726e+01,2.6311430385e+08,5.1623026416e-01
2,3,"Layer 3",10.00000000,3.0594661048e-04,5.3818714175e+01,2.1252667738e+08,4.1697734102e-01
3,4,"Layer 4",14.00000000,3.3688367033e-04,6.8828965644e+01,2.1939923279e+08,4.3046129473e-01
4,5,"Layer 5",18.00000000,3.9171213254e-04,7.7691348943e+01,2.4953659981e+08,4.8959080882e-01
