layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.8864143649e-05,1.0638868314e+01,3.4663659639e+08,6.8010100212e-01
1,2,"Layer 2",6.00000000,1.3697819877e-04,3.1344880528e+01,2.8364945854e+08,5.5652023766e-01
2,3,"Layer 3",10.00000000,2.3820994061e-04,4.9735316001e+01,2.3846295456e+08,4.6786431685e-01
3,4,"Layer 4",14.00000000,3.1626040026e-04,6.3727692033e+01,2.1718601720e+08,4.2611896574e-01
4,5,"Layer 5",18.00000000,3.4126066081e-04,7.1472398235e+01,2.1421032349e+08,4.2028065469e-01
