layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.1695044904e-05,1.2396716942e+01,3.7710176286e+08,7.3987365873e-01
1,2,"Layer 2",6.00000000,1.3890629308e-04,3.6522518676e+01,3.2164785419e+08,6.3107308992e-01
2,3,"Layer 3",10.00000000,2.3892730641e-04,5.8198558138e+01,2.7663181865e+08,5.4275162820e-01
3,4,"Layer 4",14.00000000,3.1602999246e-04,7.4956478262e+01,2.5503720225e+08,5.0038299081e-01
4,5,"Layer 5",18.00000000,3.4649750009e-04,8.4696107161e+01,2.5117885439e+08,4.9281291231e-01
