layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.6496162462e-05,1.3829159071e+01,3.8519012679e+08,7.5574302876e-01
1,2,"Layer 2",6.00000000,1.4787832237e-04,4.0416032549e+01,3.3267868180e+08,6.5271557368e-01
2,3,"Layer 3",10.00000000,2.5636848565e-04,6.3901273254e+01,2.8458341327e+08,5.5835265683e-01
3,4,"Layer 4",14.00000000,3.4053134449e-04,8.2701795089e+01,2.6152473463e+08,5.1311152935e-01
4,5,"Layer 5",18.00000000,3.6255525539e-04,9.3157130874e+01,2.6179035850e+08,5.1363268338e-01
