layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,2.3760651109e-04,4.9826032219e+01,3.3084330591e+08,6.4911456620e-01
1,2,"Layer 2",6.00000000,9.2330512251e-04,1.2085888956e+02,1.7053657743e+08,3.3459276491e-01
2,3,"Layer 3",10.00000000,2.8047876559e-03,1.9312120227e+02,9.0694303803e+07,1.7794222406e-01
3,4,"Layer 4",14.00000000,3.9357187028e-03,2.4956011041e+02,7.0567822925e+07,1.3845406858e-01
4,5,"Layer 5",18.00000000,3.1267004433e-03,2.7078370713e+02,8.7032454133e+07,1.7075767501e-01
