layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer-1",2.00000000,nan,1.2100000000e+01,1.0000000000e+08,8.0000000000e-01
1,2,"Layer-2",6.00000000,2.9259805780e-05,3.6100000000e+01,1.0000000000e+08,8.0000000000e-01
2,3,"Layer-3",10.00000000,nan,5.7600000000e+01,1.0000000000e+08,8.0000000000e-01
3,4,"Layer-4",14.00000000,1.0238136841e-04,7.4700000000e+01,1.0000000000e+08,8.0000000000e-01
4,5,"Layer-5",18.00000000,nan,8.4900000000e+01,1.0000000000e+08,8.0000000000e-01
