layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.9596060200e-05,1.1205030727e+01,3.5859459502e+08,7.0356259542e-01
1,2,"Layer 2",6.00000000,1.3813789553e-04,3.2988252663e+01,2.9599810075e+08,5.8074827368e-01
2,3,"Layer 3",10.00000000,2.3898045255e-04,5.2429650514e+01,2.5114000983e+08,4.9273669929e-01
3,4,"Layer 4",14.00000000,3.2119812660e-04,6.7614876919e+01,2.2810654404e+08,4.4754503940e-01
4,5,"Layer 5",18.00000000,3.4656153444e-04,7.6068090743e+01,2.2480035826e+08,4.4105830291e-01
