layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.8165707579e-05,1.0643897163e+01,3.5160427675e+08,6.8984759099e-01
1,2,"Layer 2",6.00000000,1.3605453195e-04,3.1385843633e+01,2.8697323125e+08,5.6304147971e-01
2,3,"Layer 3",10.00000000,2.3799718404e-04,4.9948844011e+01,2.4089199602e+08,4.7263009619e-01
3,4,"Layer 4",14.00000000,3.2014881610e-04,6.4129989814e+01,2.1748016987e+08,4.2669609328e-01
4,5,"Layer 5",18.00000000,3.4513326406e-04,7.2099490012e+01,2.1385671536e+08,4.1958687554e-01
