layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.0440159364e-05,1.0544007478e+01,4.0735199750e+08,7.9922461910e-01
1,2,"Layer 2",6.00000000,1.3559228225e-04,3.3625157022e+01,3.3270038840e+08,6.5275816205e-01
2,3,"Layer 3",10.00000000,2.4056253710e-04,5.3688706676e+01,2.4906887102e+08,4.8867312494e-01
3,4,"Layer 4",14.00000000,3.2351392821e-04,6.0822343563e+01,2.0390126550e+08,4.0005428292e-01
4,5,"Layer 5",18.00000000,3.4311952773e-04,8.2847219970e+01,2.4260268087e+08,4.7598645987e-01
